,Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date,produce_variety,Type_of_Commodity,Package_Type,package_weight(Kg),Day,Month,Year,Price
522,Horticulture,Lemons,Bag,95,KES2560.00,11/1/2013,1,22,0,95,1,11,2013,2560
523,Horticulture,Mangoes Local,Bag,126,KES2034.00,11/1/2013,1,25,0,126,1,11,2013,2034
524,Horticulture,Avocado,Bag,90,KES2672.00,11/1/2013,1,0,0,90,1,11,2013,2672
525,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1082.00,11/1/2013,1,26,5,25,1,11,2013,1082
526,Horticulture,Limes,net,13,KES902.00,11/1/2013,1,24,7,13,1,11,2013,902
527,Horticulture,Pineapples,Dozen,13,KES826.00,11/1/2013,1,32,1,13,1,11,2013,826
528,Horticulture,Pawpaw,Lg Box,54,KES1507.00,11/1/2013,1,31,3,54,1,11,2013,1507
529,Horticulture,Kales,Bag,50,KES953.00,12/1/2013,1,21,0,50,1,12,2013,953
530,Horticulture,Carrots,Ext Bag,138,KES3498.00,12/1/2013,1,7,2,138,1,12,2013,3498
531,Horticulture,Tomatoes,Lg Box,64,KES2897.00,12/1/2013,1,38,3,64,1,12,2013,2897
532,Horticulture,Onions Dry,net,13,KES862.00,12/1/2013,1,28,7,13,1,12,2013,862
533,Horticulture,Spring Onions,Bag,142,KES1755.00,12/1/2013,1,36,0,142,1,12,2013,1755
534,Horticulture,Chillies,Bag,38,KES2357.00,12/1/2013,1,10,0,38,1,12,2013,2357
535,Horticulture,Cucumber,Bag,50,KES1843.00,12/1/2013,1,13,0,50,1,12,2013,1843
536,Horticulture,Capsicums,Bag,50,KES2195.00,12/1/2013,1,6,0,50,1,12,2013,2195
537,Horticulture,Brinjals,Bag,44,KES1471.00,12/1/2013,1,4,0,44,1,12,2013,1471
538,Horticulture,Cauliflower,crate,39,KES2373.00,12/1/2013,1,9,6,39,1,12,2013,2373
539,Horticulture,Lettuce,Bag,51,KES3571.00,12/1/2013,1,23,0,51,1,12,2013,3571
540,Horticulture,Passion Fruits,Bag,57,KES3500.00,12/1/2013,1,30,0,57,1,12,2013,3500
541,Horticulture,Oranges,Bag,93,KES2556.00,12/1/2013,1,29,0,93,1,12,2013,2556
542,Horticulture,Ripe Bananas,Med Bunch,14,KES638.00,12/1/2013,1,34,4,14,1,12,2013,638
543,Horticulture,Lemons,Bag,95,KES2569.00,12/1/2013,1,22,0,95,1,12,2013,2569
544,Horticulture,Mangoes Local,Bag,126,KES1872.00,12/1/2013,1,25,0,126,1,12,2013,1872
545,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1085.00,12/1/2013,1,26,5,25,1,12,2013,1085
546,Horticulture,Limes,net,13,KES776.00,12/1/2013,1,24,7,13,1,12,2013,776
547,Horticulture,Pineapples,Dozen,13,KES824.00,12/1/2013,1,32,1,13,1,12,2013,824
548,Horticulture,Pawpaw,Lg Box,54,KES1498.00,12/1/2013,1,31,3,54,1,12,2013,1498
549,Horticulture,Cooking Bananas,Med Bunch,22,KES521.00,12/1/2013,1,11,4,22,1,12,2013,521
550,Horticulture,Avocado,Bag,90,KES2303.00,12/1/2013,1,0,0,90,1,12,2013,2303
551,Horticulture,Cabbages,Ext Bag,126,KES1728.00,12/1/2013,1,5,2,126,1,12,2013,1728
552,Horticulture,Cooking Bananas,Med Bunch,22,KES473.00,1/1/2015,1,11,4,22,1,1,2015,473
553,Horticulture,Cabbages,Ext Bag,126,KES2245.00,1/1/2015,1,5,2,126,1,1,2015,2245
554,Horticulture,Kales,Bag,50,KES1227.00,1/1/2015,1,21,0,50,1,1,2015,1227
555,Horticulture,Avocado,Bag,90,KES2379.00,1/1/2015,1,0,0,90,1,1,2015,2379
556,Horticulture,Pawpaw,Lg Box,54,KES1563.00,1/1/2015,1,31,3,54,1,1,2015,1563
557,Horticulture,Pineapples,Dozen,13,KES796.00,1/1/2015,1,32,1,13,1,1,2015,796
558,Horticulture,Limes,net,13,KES648.00,1/1/2015,1,24,7,13,1,1,2015,648
559,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1170.00,1/1/2015,1,26,5,25,1,1,2015,1170
560,Horticulture,Mangoes Local,Bag,126,KES1963.00,1/1/2015,1,25,0,126,1,1,2015,1963
561,Horticulture,Lemons,Bag,95,KES2540.00,1/1/2015,1,22,0,95,1,1,2015,2540
562,Horticulture,Oranges,Bag,93,KES3795.00,1/1/2015,1,29,0,93,1,1,2015,3795
563,Horticulture,Passion Fruits,Bag,57,KES4037.00,1/1/2015,1,30,0,57,1,1,2015,4037
564,Horticulture,Lettuce,Bag,51,KES2192.00,1/1/2015,1,23,0,51,1,1,2015,2192
565,Horticulture,Cauliflower,crate,39,KES2091.00,1/1/2015,1,9,6,39,1,1,2015,2091
566,Horticulture,Brinjals,Bag,44,KES1786.00,1/1/2015,1,4,0,44,1,1,2015,1786
567,Horticulture,Capsicums,Bag,50,KES2978.00,1/1/2015,1,6,0,50,1,1,2015,2978
568,Horticulture,Cucumber,Bag,50,KES1810.00,1/1/2015,1,13,0,50,1,1,2015,1810
569,Horticulture,Chillies,Bag,38,KES2624.00,1/1/2015,1,10,0,38,1,1,2015,2624
570,Horticulture,Spring Onions,Bag,142,KES1836.00,1/1/2015,1,36,0,142,1,1,2015,1836
571,Horticulture,Onions Dry,net,13,KES813.00,1/1/2015,1,28,7,13,1,1,2015,813
572,Horticulture,Tomatoes,Lg Box,64,KES4097.00,1/1/2015,1,38,3,64,1,1,2015,4097
573,Horticulture,Carrots,Ext Bag,138,KES2840.00,1/1/2015,1,7,2,138,1,1,2015,2840
574,Horticulture,Ripe Bananas,Med Bunch,14,KES568.00,1/1/2015,1,34,4,14,1,1,2015,568
575,Horticulture,Mangoes Local,Bag,126,KES2201.00,2/1/2015,1,25,0,126,1,2,2015,2201
576,Horticulture,Chillies,Bag,38,KES2816.00,2/1/2015,1,10,0,38,1,2,2015,2816
577,Horticulture,Capsicums,Bag,50,KES2922.00,2/1/2015,1,6,0,50,1,2,2015,2922
578,Horticulture,Cabbages,Ext Bag,126,KES2335.00,2/1/2015,1,5,2,126,1,2,2015,2335
579,Horticulture,Limes,net,13,KES688.00,2/1/2015,1,24,7,13,1,2,2015,688
580,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1051.00,2/1/2015,1,26,5,25,1,2,2015,1051
581,Horticulture,Oranges,Bag,93,KES3384.00,2/1/2015,1,29,0,93,1,2,2015,3384
582,Horticulture,Brinjals,Bag,44,KES2126.00,2/1/2015,1,4,0,44,1,2,2015,2126
583,Horticulture,Kales,Bag,50,KES2076.00,2/1/2015,1,21,0,50,1,2,2015,2076
584,Horticulture,Tomatoes,Lg Box,64,KES4455.00,2/1/2015,1,38,3,64,1,2,2015,4455
585,Horticulture,Carrots,Ext Bag,138,KES3134.00,2/1/2015,1,7,2,138,1,2,2015,3134
586,Horticulture,Spring Onions,Bag,142,KES1585.00,2/1/2015,1,36,0,142,1,2,2015,1585
587,Horticulture,Cucumber,Bag,50,KES2568.00,2/1/2015,1,13,0,50,1,2,2015,2568
588,Horticulture,Ripe Bananas,Med Bunch,14,KES615.00,2/1/2015,1,34,4,14,1,2,2015,615
589,Horticulture,Cooking Bananas,Med Bunch,22,KES527.00,2/1/2015,1,11,4,22,1,2,2015,527
590,Horticulture,Pawpaw,Lg Box,54,KES2005.00,2/1/2015,1,31,3,54,1,2,2015,2005
591,Horticulture,Lemons,Bag,95,KES2452.00,2/1/2015,1,22,0,95,1,2,2015,2452
592,Horticulture,Lettuce,Bag,51,KES2555.00,2/1/2015,1,23,0,51,1,2,2015,2555
593,Horticulture,Onions Dry,net,13,KES840.00,2/1/2015,1,28,7,13,1,2,2015,840
594,Horticulture,Passion Fruits,Bag,57,KES4008.00,2/1/2015,1,30,0,57,1,2,2015,4008
595,Horticulture,Pineapples,Dozen,13,KES751.00,2/1/2015,1,32,1,13,1,2,2015,751
596,Horticulture,Avocado,Bag,90,KES2204.00,2/1/2015,1,0,0,90,1,2,2015,2204
597,Horticulture,Cauliflower,crate,39,KES2566.00,2/1/2015,1,9,6,39,1,2,2015,2566
598,Horticulture,Ripe Bananas,Med Bunch,14,KES571.00,3/1/2015,1,34,4,14,1,3,2015,571
599,Horticulture,Cabbages,Ext Bag,126,KES2684.00,3/1/2015,1,5,2,126,1,3,2015,2684
600,Horticulture,Pawpaw,Lg Box,54,KES1922.00,3/1/2015,1,31,3,54,1,3,2015,1922
601,Horticulture,Avocado,Bag,90,KES2155.00,3/1/2015,1,0,0,90,1,3,2015,2155
602,Horticulture,Carrots,Ext Bag,138,KES3634.00,3/1/2015,1,7,2,138,1,3,2015,3634
603,Horticulture,Chillies,Bag,38,KES3019.00,3/1/2015,1,10,0,38,1,3,2015,3019
604,Horticulture,Onions Dry,net,13,KES975.00,3/1/2015,1,28,7,13,1,3,2015,975
605,Horticulture,Mangoes Local,Bag,126,KES2525.00,3/1/2015,1,25,0,126,1,3,2015,2525
606,Horticulture,Brinjals,Bag,44,KES2072.00,3/1/2015,1,4,0,44,1,3,2015,2072
607,Horticulture,Cauliflower,crate,39,KES2913.00,3/1/2015,1,9,6,39,1,3,2015,2913
608,Horticulture,Oranges,Bag,93,KES3357.00,3/1/2015,1,29,0,93,1,3,2015,3357
609,Horticulture,Kales,Bag,50,KES2359.00,3/1/2015,1,21,0,50,1,3,2015,2359
610,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1055.00,3/1/2015,1,26,5,25,1,3,2015,1055
611,Horticulture,Limes,net,13,KES757.00,3/1/2015,1,24,7,13,1,3,2015,757
612,Horticulture,Passion Fruits,Bag,57,KES4137.00,3/1/2015,1,30,0,57,1,3,2015,4137
613,Horticulture,Tomatoes,Lg Box,64,KES4504.00,3/1/2015,1,38,3,64,1,3,2015,4504
614,Horticulture,Spring Onions,Bag,142,KES1792.00,3/1/2015,1,36,0,142,1,3,2015,1792
615,Horticulture,Capsicums,Bag,50,KES3009.00,3/1/2015,1,6,0,50,1,3,2015,3009
616,Horticulture,Lemons,Bag,95,KES2443.00,3/1/2015,1,22,0,95,1,3,2015,2443
617,Horticulture,Cooking Bananas,Med Bunch,22,KES553.00,3/1/2015,1,11,4,22,1,3,2015,553
618,Horticulture,Lettuce,Bag,51,KES2585.00,3/1/2015,1,23,0,51,1,3,2015,2585
619,Horticulture,Pineapples,Dozen,13,KES756.00,3/1/2015,1,32,1,13,1,3,2015,756
620,Horticulture,Cucumber,Bag,50,KES2384.00,3/1/2015,1,13,0,50,1,3,2015,2384
621,Horticulture,Cabbages,Ext Bag,126,KES2967.00,4/1/2015,1,5,2,126,1,4,2015,2967
622,Horticulture,Pineapples,Dozen,13,KES782.00,4/1/2015,1,32,1,13,1,4,2015,782
623,Horticulture,Spring Onions,Bag,142,KES2059.00,4/1/2015,1,36,0,142,1,4,2015,2059
624,Horticulture,Cauliflower,crate,39,KES3375.00,4/1/2015,1,9,6,39,1,4,2015,3375
625,Horticulture,Cooking Bananas,Med Bunch,22,KES550.00,4/1/2015,1,11,4,22,1,4,2015,550
626,Horticulture,Avocado,Bag,90,KES2210.00,4/1/2015,1,0,0,90,1,4,2015,2210
627,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1106.00,4/1/2015,1,26,5,25,1,4,2015,1106
628,Horticulture,Capsicums,Bag,50,KES2508.00,4/1/2015,1,6,0,50,1,4,2015,2508
629,Horticulture,Cucumber,Bag,50,KES2145.00,4/1/2015,1,13,0,50,1,4,2015,2145
630,Horticulture,Kales,Bag,50,KES2006.00,4/1/2015,1,21,0,50,1,4,2015,2006
631,Horticulture,Chillies,Bag,38,KES2968.00,4/1/2015,1,10,0,38,1,4,2015,2968
632,Horticulture,Carrots,Ext Bag,138,KES4497.00,4/1/2015,1,7,2,138,1,4,2015,4497
633,Horticulture,Pawpaw,Lg Box,54,KES1829.00,4/1/2015,1,31,3,54,1,4,2015,1829
634,Horticulture,Onions Dry,net,13,KES1074.00,4/1/2015,1,28,7,13,1,4,2015,1074
635,Horticulture,Ripe Bananas,Med Bunch,14,KES535.00,4/1/2015,1,34,4,14,1,4,2015,535
636,Horticulture,Tomatoes,Lg Box,64,KES5277.00,4/1/2015,1,38,3,64,1,4,2015,5277
637,Horticulture,Passion Fruits,Bag,57,KES4365.00,4/1/2015,1,30,0,57,1,4,2015,4365
638,Horticulture,Mangoes Local,Bag,126,KES2407.00,4/1/2015,1,25,0,126,1,4,2015,2407
639,Horticulture,Lettuce,Bag,51,KES3124.00,4/1/2015,1,23,0,51,1,4,2015,3124
640,Horticulture,Brinjals,Bag,44,KES1803.00,4/1/2015,1,4,0,44,1,4,2015,1803
641,Horticulture,Limes,net,13,KES986.00,4/1/2015,1,24,7,13,1,4,2015,986
642,Horticulture,Oranges,Bag,93,KES3216.00,4/1/2015,1,29,0,93,1,4,2015,3216
643,Horticulture,Lemons,Bag,95,KES2611.00,4/1/2015,1,22,0,95,1,4,2015,2611
644,Horticulture,Cauliflower,crate,39,KES3338.00,5/1/2015,1,9,6,39,1,5,2015,3338
645,Horticulture,Kales,Bag,50,KES1229.00,5/1/2015,1,21,0,50,1,5,2015,1229
646,Horticulture,Lettuce,Bag,51,KES2964.00,5/1/2015,1,23,0,51,1,5,2015,2964
647,Horticulture,Ripe Bananas,Med Bunch,14,KES550.00,5/1/2015,1,34,4,14,1,5,2015,550
648,Horticulture,Passion Fruits,Bag,57,KES4492.00,5/1/2015,1,30,0,57,1,5,2015,4492
649,Horticulture,Pawpaw,Lg Box,54,KES1683.00,5/1/2015,1,31,3,54,1,5,2015,1683
650,Horticulture,Mangoes Ngowe,Sm Basket,25,KES930.00,5/1/2015,1,26,5,25,1,5,2015,930
651,Horticulture,Mangoes Local,Bag,126,KES2315.00,5/1/2015,1,25,0,126,1,5,2015,2315
652,Horticulture,Oranges,Bag,93,KES3261.00,5/1/2015,1,29,0,93,1,5,2015,3261
653,Horticulture,Capsicums,Bag,50,KES2072.00,5/1/2015,1,6,0,50,1,5,2015,2072
654,Horticulture,Cucumber,Bag,50,KES2031.00,5/1/2015,1,13,0,50,1,5,2015,2031
655,Horticulture,Lemons,Bag,95,KES2573.00,5/1/2015,1,22,0,95,1,5,2015,2573
656,Horticulture,Pineapples,Dozen,13,KES801.00,5/1/2015,1,32,1,13,1,5,2015,801
657,Horticulture,Brinjals,Bag,44,KES1656.00,5/1/2015,1,4,0,44,1,5,2015,1656
658,Horticulture,Spring Onions,Bag,142,KES1850.00,5/1/2015,1,36,0,142,1,5,2015,1850
659,Horticulture,Cabbages,Ext Bag,126,KES2643.00,5/1/2015,1,5,2,126,1,5,2015,2643
660,Horticulture,Cooking Bananas,Med Bunch,22,KES612.00,5/1/2015,1,11,4,22,1,5,2015,612
661,Horticulture,Tomatoes,Lg Box,64,KES5664.00,5/1/2015,1,38,3,64,1,5,2015,5664
662,Horticulture,Onions Dry,net,13,KES1169.00,5/1/2015,1,28,7,13,1,5,2015,1169
663,Horticulture,Chillies,Bag,38,KES2131.00,5/1/2015,1,10,0,38,1,5,2015,2131
664,Horticulture,Carrots,Ext Bag,138,KES4858.00,5/1/2015,1,7,2,138,1,5,2015,4858
665,Horticulture,Avocado,Bag,90,KES2156.00,5/1/2015,1,0,0,90,1,5,2015,2156
666,Horticulture,Limes,net,13,KES1135.00,5/1/2015,1,24,7,13,1,5,2015,1135
667,Horticulture,Cauliflower,crate,39,KES2455.00,6/1/2015,1,9,6,39,1,6,2015,2455
668,Horticulture,Tomatoes,Lg Box,64,KES5128.00,6/1/2015,1,38,3,64,1,6,2015,5128
669,Horticulture,Limes,net,13,KES1051.00,6/1/2015,1,24,7,13,1,6,2015,1051
670,Horticulture,Mangoes Local,Bag,126,KES2275.00,6/1/2015,1,25,0,126,1,6,2015,2275
671,Horticulture,Chillies,Bag,38,KES2153.00,6/1/2015,1,10,0,38,1,6,2015,2153
672,Horticulture,Avocado,Bag,90,KES2166.00,6/1/2015,1,0,0,90,1,6,2015,2166
673,Horticulture,Ripe Bananas,Med Bunch,14,KES552.00,6/1/2015,1,34,4,14,1,6,2015,552
674,Horticulture,Capsicums,Bag,50,KES2145.00,6/1/2015,1,6,0,50,1,6,2015,2145
675,Horticulture,Cooking Bananas,Med Bunch,22,KES608.00,6/1/2015,1,11,4,22,1,6,2015,608
676,Horticulture,Pineapples,Dozen,13,KES836.00,6/1/2015,1,32,1,13,1,6,2015,836
677,Horticulture,Carrots,Ext Bag,138,KES5715.00,6/1/2015,1,7,2,138,1,6,2015,5715
678,Horticulture,Lemons,Bag,95,KES2387.00,6/1/2015,1,22,0,95,1,6,2015,2387
679,Horticulture,Mangoes Ngowe,Sm Basket,25,KES963.00,6/1/2015,1,26,5,25,1,6,2015,963
680,Horticulture,Pawpaw,Lg Box,54,KES1688.00,6/1/2015,1,31,3,54,1,6,2015,1688
681,Horticulture,Passion Fruits,Bag,57,KES4675.00,6/1/2015,1,30,0,57,1,6,2015,4675
682,Horticulture,Cabbages,Ext Bag,126,KES2179.00,6/1/2015,1,5,2,126,1,6,2015,2179
683,Horticulture,Oranges,Bag,93,KES3193.00,6/1/2015,1,29,0,93,1,6,2015,3193
684,Horticulture,Cucumber,Bag,50,KES1624.00,6/1/2015,1,13,0,50,1,6,2015,1624
685,Horticulture,Lettuce,Bag,51,KES2110.00,6/1/2015,1,23,0,51,1,6,2015,2110
686,Horticulture,Brinjals,Bag,44,KES1498.00,6/1/2015,1,4,0,44,1,6,2015,1498
687,Horticulture,Onions Dry,net,13,KES1259.00,6/1/2015,1,28,7,13,1,6,2015,1259
688,Horticulture,Spring Onions,Bag,142,KES1798.00,6/1/2015,1,36,0,142,1,6,2015,1798
689,Horticulture,Kales,Bag,50,KES1197.00,6/1/2015,1,21,0,50,1,6,2015,1197
690,Horticulture,Brinjals,Bag,44,KES1511.00,7/1/2015,1,4,0,44,1,7,2015,1511
691,Horticulture,Passion Fruits,Bag,57,KES4582.00,7/1/2015,1,30,0,57,1,7,2015,4582
692,Horticulture,Cauliflower,crate,39,KES2902.00,7/1/2015,1,9,6,39,1,7,2015,2902
693,Horticulture,Spring Onions,Bag,142,KES1797.00,7/1/2015,1,36,0,142,1,7,2015,1797
694,Horticulture,Mangoes Local,Bag,126,KES2185.00,7/1/2015,1,25,0,126,1,7,2015,2185
695,Horticulture,Ripe Bananas,Med Bunch,14,KES529.00,7/1/2015,1,34,4,14,1,7,2015,529
696,Horticulture,Cooking Bananas,Med Bunch,22,KES589.00,7/1/2015,1,11,4,22,1,7,2015,589
697,Horticulture,Cucumber,Bag,50,KES2159.00,7/1/2015,1,13,0,50,1,7,2015,2159
698,Horticulture,Capsicums,Bag,50,KES2283.00,7/1/2015,1,6,0,50,1,7,2015,2283
699,Horticulture,Limes,net,13,KES959.00,7/1/2015,1,24,7,13,1,7,2015,959
700,Horticulture,Chillies,Bag,38,KES1955.00,7/1/2015,1,10,0,38,1,7,2015,1955
701,Horticulture,Cabbages,Ext Bag,126,KES1610.00,7/1/2015,1,5,2,126,1,7,2015,1610
702,Horticulture,Kales,Bag,50,KES1175.00,7/1/2015,1,21,0,50,1,7,2015,1175
703,Horticulture,Onions Dry,net,13,KES1032.00,7/1/2015,1,28,7,13,1,7,2015,1032
704,Horticulture,Avocado,Bag,90,KES2070.00,7/1/2015,1,0,0,90,1,7,2015,2070
705,Horticulture,Mangoes Ngowe,Sm Basket,25,KES992.00,7/1/2015,1,26,5,25,1,7,2015,992
706,Horticulture,Pawpaw,Lg Box,54,KES1823.00,7/1/2015,1,31,3,54,1,7,2015,1823
707,Horticulture,Tomatoes,Lg Box,64,KES3969.00,7/1/2015,1,38,3,64,1,7,2015,3969
708,Horticulture,Oranges,Bag,93,KES3348.00,7/1/2015,1,29,0,93,1,7,2015,3348
709,Horticulture,Carrots,Ext Bag,138,KES4490.00,7/1/2015,1,7,2,138,1,7,2015,4490
710,Horticulture,Lettuce,Bag,51,KES2476.00,7/1/2015,1,23,0,51,1,7,2015,2476
711,Horticulture,Pineapples,Dozen,13,KES757.00,7/1/2015,1,32,1,13,1,7,2015,757
712,Horticulture,Lemons,Bag,95,KES2455.00,7/1/2015,1,22,0,95,1,7,2015,2455
713,Cereals,Dry Maize,Bag,90,KES2832.00,1/1/2013,0,15,0,90,1,1,2013,2832
714,Cereals,Green Maize,Ext Bag,115,KES2471.00,1/1/2013,0,19,2,115,1,1,2013,2471
715,Cereals,Finger Millet,Bag,90,KES6012.00,1/1/2013,0,16,0,90,1,1,2013,6012
716,Cereals,Sorghum,Bag,90,KES3306.00,1/1/2013,0,35,0,90,1,1,2013,3306
717,Cereals,Wheat,Bag,90,KES4058.00,1/1/2013,0,39,0,90,1,1,2013,4058
718,Legumes,Beans Canadian,Bag,90,KES5729.00,1/1/2013,2,1,0,90,1,1,2013,5729
719,Legumes,Beans Rosecoco,Bag,90,KES5498.00,1/1/2013,2,3,0,90,1,1,2013,5498
720,Legumes,Beans Mwitemania,Bag,90,KES5132.00,1/1/2013,2,2,0,90,1,1,2013,5132
721,Legumes,Mwezi Moja,Bag,90,KES5512.00,1/1/2013,2,27,0,90,1,1,2013,5512
722,Legumes,Dolichos (Njahi),Bag,90,KES7383.00,1/1/2013,2,14,0,90,1,1,2013,7383
723,Legumes,Green Gram,Bag,90,KES6784.00,1/1/2013,2,18,0,90,1,1,2013,6784
724,Legumes,Cowpeas,Bag,90,KES5053.00,1/1/2013,2,12,0,90,1,1,2013,5053
725,Legumes,Fresh Peas,Bag,51,KES2817.00,1/1/2013,2,17,0,51,1,1,2013,2817
726,Legumes,Groundnuts,Bag,110,KES10679.00,1/1/2013,2,20,0,110,1,1,2013,10679
727,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2969.00,1/1/2013,3,33,0,110,1,1,2013,2969
728,Roots & Tubers,White Irish Potatoes,Bag,110,KES3007.00,1/1/2013,3,40,0,110,1,1,2013,3007
729,Roots & Tubers,Cassava Fresh,Bag,99,KES1735.00,1/1/2013,3,8,0,99,1,1,2013,1735
730,Roots & Tubers,Sweet Potatoes,Bag,98,KES2526.00,1/1/2013,3,37,0,98,1,1,2013,2526
731,Cereals,Dry Maize,Bag,90,KES2857.00,2/1/2013,0,15,0,90,1,2,2013,2857
732,Cereals,Green Maize,Ext Bag,115,KES2963.00,2/1/2013,0,19,2,115,1,2,2013,2963
733,Cereals,Finger Millet,Bag,90,KES6213.00,2/1/2013,0,16,0,90,1,2,2013,6213
734,Cereals,Sorghum,Bag,90,KES3626.00,2/1/2013,0,35,0,90,1,2,2013,3626
735,Cereals,Wheat,Bag,90,KES4071.00,2/1/2013,0,39,0,90,1,2,2013,4071
736,Legumes,Beans Canadian,Bag,90,KES5643.00,2/1/2013,2,1,0,90,1,2,2013,5643
737,Legumes,Beans Rosecoco,Bag,90,KES5390.00,2/1/2013,2,3,0,90,1,2,2013,5390
738,Legumes,Beans Mwitemania,Bag,90,KES5226.00,2/1/2013,2,2,0,90,1,2,2013,5226
739,Legumes,Mwezi Moja,Bag,90,KES5261.00,2/1/2013,2,27,0,90,1,2,2013,5261
740,Legumes,Dolichos (Njahi),Bag,90,KES7875.00,2/1/2013,2,14,0,90,1,2,2013,7875
741,Legumes,Green Gram,Bag,90,KES7340.00,2/1/2013,2,18,0,90,1,2,2013,7340
742,Legumes,Cowpeas,Bag,90,KES5101.00,2/1/2013,2,12,0,90,1,2,2013,5101
743,Legumes,Fresh Peas,Bag,51,KES3422.00,2/1/2013,2,17,0,51,1,2,2013,3422
744,Legumes,Groundnuts,Bag,110,KES10326.00,2/1/2013,2,20,0,110,1,2,2013,10326
745,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3143.00,2/1/2013,3,33,0,110,1,2,2013,3143
746,Roots & Tubers,White Irish Potatoes,Bag,110,KES2892.00,2/1/2013,3,40,0,110,1,2,2013,2892
747,Roots & Tubers,Cassava Fresh,Bag,99,KES1685.00,2/1/2013,3,8,0,99,1,2,2013,1685
748,Roots & Tubers,Sweet Potatoes,Bag,98,KES3140.00,2/1/2013,3,37,0,98,1,2,2013,3140
749,Cereals,Dry Maize,Bag,90,KES2880.00,3/1/2013,0,15,0,90,1,3,2013,2880
750,Cereals,Green Maize,Ext Bag,115,KES2840.00,3/1/2013,0,19,2,115,1,3,2013,2840
751,Cereals,Finger Millet,Bag,90,KES5890.00,3/1/2013,0,16,0,90,1,3,2013,5890
752,Cereals,Sorghum,Bag,90,KES3605.00,3/1/2013,0,35,0,90,1,3,2013,3605
753,Cereals,Wheat,Bag,90,KES3911.00,3/1/2013,0,39,0,90,1,3,2013,3911
754,Legumes,Beans Canadian,Bag,90,KES5475.00,3/1/2013,2,1,0,90,1,3,2013,5475
755,Legumes,Beans Rosecoco,Bag,90,KES5712.00,3/1/2013,2,3,0,90,1,3,2013,5712
756,Legumes,Beans Mwitemania,Bag,90,KES5241.00,3/1/2013,2,2,0,90,1,3,2013,5241
757,Legumes,Mwezi Moja,Bag,90,KES5529.00,3/1/2013,2,27,0,90,1,3,2013,5529
758,Legumes,Dolichos (Njahi),Bag,90,KES7473.00,3/1/2013,2,14,0,90,1,3,2013,7473
759,Legumes,Green Gram,Bag,90,KES7352.00,3/1/2013,2,18,0,90,1,3,2013,7352
760,Legumes,Cowpeas,Bag,90,KES6005.00,3/1/2013,2,12,0,90,1,3,2013,6005
761,Legumes,Fresh Peas,Bag,51,KES2908.00,3/1/2013,2,17,0,51,1,3,2013,2908
762,Legumes,Groundnuts,Bag,110,KES10938.00,3/1/2013,2,20,0,110,1,3,2013,10938
763,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2987.00,3/1/2013,3,33,0,110,1,3,2013,2987
764,Roots & Tubers,White Irish Potatoes,Bag,110,KES2854.00,3/1/2013,3,40,0,110,1,3,2013,2854
765,Roots & Tubers,Cassava Fresh,Bag,99,KES1941.00,3/1/2013,3,8,0,99,1,3,2013,1941
766,Roots & Tubers,Sweet Potatoes,Bag,98,KES2645.00,3/1/2013,3,37,0,98,1,3,2013,2645
767,Cereals,Dry Maize,Bag,90,KES2837.00,4/1/2013,0,15,0,90,1,4,2013,2837
768,Cereals,Green Maize,Ext Bag,115,KES3006.00,4/1/2013,0,19,2,115,1,4,2013,3006
769,Cereals,Finger Millet,Bag,90,KES5929.00,4/1/2013,0,16,0,90,1,4,2013,5929
770,Cereals,Sorghum,Bag,90,KES3554.00,4/1/2013,0,35,0,90,1,4,2013,3554
771,Cereals,Wheat,Bag,90,KES4024.00,4/1/2013,0,39,0,90,1,4,2013,4024
772,Legumes,Beans Canadian,Bag,90,KES5822.00,4/1/2013,2,1,0,90,1,4,2013,5822
773,Legumes,Beans Rosecoco,Bag,90,KES6202.00,4/1/2013,2,3,0,90,1,4,2013,6202
774,Legumes,Beans Mwitemania,Bag,90,KES5602.00,4/1/2013,2,2,0,90,1,4,2013,5602
775,Legumes,Mwezi Moja,Bag,90,KES5774.00,4/1/2013,2,27,0,90,1,4,2013,5774
776,Legumes,Dolichos (Njahi),Bag,90,KES7780.00,4/1/2013,2,14,0,90,1,4,2013,7780
777,Legumes,Green Gram,Bag,90,KES7819.00,4/1/2013,2,18,0,90,1,4,2013,7819
778,Legumes,Cowpeas,Bag,90,KES5352.00,4/1/2013,2,12,0,90,1,4,2013,5352
779,Legumes,Fresh Peas,Bag,51,KES2852.00,4/1/2013,2,17,0,51,1,4,2013,2852
780,Legumes,Groundnuts,Bag,110,KES12269.00,4/1/2013,2,20,0,110,1,4,2013,12269
781,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2671.00,4/1/2013,3,33,0,110,1,4,2013,2671
782,Roots & Tubers,White Irish Potatoes,Bag,110,KES2653.00,4/1/2013,3,40,0,110,1,4,2013,2653
