,Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date,produce_variety,Type_of_Commodity,Package_Type,package_weight(Kg),Day,Month,Year,Price
258,Horticulture,Onions Dry,net,13,KES900.00,12/1/2012,1,28,7,13,1,12,2012,900
259,Horticulture,Spring Onions,Bag,142,KES2390.00,12/1/2012,1,36,0,142,1,12,2012,2390
260,Horticulture,Chillies,Bag,38,KES3300.00,12/1/2012,1,10,0,38,1,12,2012,3300
261,Horticulture,Cucumber,Bag,50,KES1861.00,12/1/2012,1,13,0,50,1,12,2012,1861
262,Horticulture,Capsicums,Bag,50,KES2222.00,12/1/2012,1,6,0,50,1,12,2012,2222
263,Horticulture,Brinjals,Bag,44,KES1427.00,12/1/2012,1,4,0,44,1,12,2012,1427
264,Horticulture,Cauliflower,crate,39,KES1993.00,12/1/2012,1,9,6,39,1,12,2012,1993
265,Horticulture,Lettuce,Bag,51,KES3932.00,12/1/2012,1,23,0,51,1,12,2012,3932
266,Horticulture,Passion Fruits,Bag,57,KES3548.00,12/1/2012,1,30,0,57,1,12,2012,3548
267,Horticulture,Oranges,Bag,93,KES2877.00,12/1/2012,1,29,0,93,1,12,2012,2877
268,Horticulture,Lemons,Bag,95,KES1911.00,12/1/2012,1,22,0,95,1,12,2012,1911
269,Horticulture,Mangoes Local,Bag,126,KES2124.00,12/1/2012,1,25,0,126,1,12,2012,2124
270,Horticulture,Mangoes Ngowe,Sm Basket,25,KES912.00,12/1/2012,1,26,5,25,1,12,2012,912
271,Horticulture,Limes,net,13,KES728.00,12/1/2012,1,24,7,13,1,12,2012,728
272,Horticulture,Pineapples,Dozen,13,KES727.00,12/1/2012,1,32,1,13,1,12,2012,727
273,Horticulture,Pawpaw,Lg Box,54,KES1611.00,12/1/2012,1,31,3,54,1,12,2012,1611
274,Horticulture,Avocado,Bag,90,KES2255.00,12/1/2012,1,0,0,90,1,12,2012,2255
275,Horticulture,Kales,Bag,50,KES690.00,12/1/2012,1,21,0,50,1,12,2012,690
276,Horticulture,Cabbages,Ext Bag,126,KES1466.00,1/1/2013,1,5,2,126,1,1,2013,1466
277,Horticulture,Kales,Bag,50,KES685.00,1/1/2013,1,21,0,50,1,1,2013,685
278,Horticulture,Avocado,Bag,90,KES1981.00,1/1/2013,1,0,0,90,1,1,2013,1981
279,Horticulture,Pawpaw,Lg Box,54,KES1479.00,1/1/2013,1,31,3,54,1,1,2013,1479
280,Horticulture,Pineapples,Dozen,13,KES897.00,1/1/2013,1,32,1,13,1,1,2013,897
281,Horticulture,Limes,net,13,KES582.00,1/1/2013,1,24,7,13,1,1,2013,582
282,Horticulture,Mangoes Ngowe,Sm Basket,25,KES827.00,1/1/2013,1,26,5,25,1,1,2013,827
283,Horticulture,Mangoes Local,Bag,126,KES1833.00,1/1/2013,1,25,0,126,1,1,2013,1833
284,Horticulture,Lemons,Bag,95,KES1875.00,1/1/2013,1,22,0,95,1,1,2013,1875
285,Horticulture,Oranges,Bag,93,KES2938.00,1/1/2013,1,29,0,93,1,1,2013,2938
286,Horticulture,Passion Fruits,Bag,57,KES3180.00,1/1/2013,1,30,0,57,1,1,2013,3180
287,Horticulture,Lettuce,Bag,51,KES4047.00,1/1/2013,1,23,0,51,1,1,2013,4047
288,Horticulture,Cauliflower,crate,39,KES2098.00,1/1/2013,1,9,6,39,1,1,2013,2098
289,Horticulture,Brinjals,Bag,44,KES1547.00,1/1/2013,1,4,0,44,1,1,2013,1547
290,Horticulture,Capsicums,Bag,50,KES2099.00,1/1/2013,1,6,0,50,1,1,2013,2099
291,Horticulture,Cucumber,Bag,50,KES1697.00,1/1/2013,1,13,0,50,1,1,2013,1697
292,Horticulture,Chillies,Bag,38,KES2403.00,1/1/2013,1,10,0,38,1,1,2013,2403
293,Horticulture,Spring Onions,Bag,142,KES1785.00,1/1/2013,1,36,0,142,1,1,2013,1785
294,Horticulture,Onions Dry,net,13,KES797.00,1/1/2013,1,28,7,13,1,1,2013,797
295,Horticulture,Tomatoes,Lg Box,64,KES2831.00,1/1/2013,1,38,3,64,1,1,2013,2831
296,Horticulture,Carrots,Ext Bag,138,KES2538.00,1/1/2013,1,7,2,138,1,1,2013,2538
297,Horticulture,Ripe Bananas,Med Bunch,14,KES609.00,1/1/2013,1,34,4,14,1,1,2013,609
298,Horticulture,Cooking Bananas,Med Bunch,22,KES586.00,1/1/2013,1,11,4,22,1,1,2013,586
299,Horticulture,Cooking Bananas,Med Bunch,22,KES629.00,2/1/2013,1,11,4,22,1,2,2013,629
300,Horticulture,Kales,Bag,50,KES804.00,2/1/2013,1,21,0,50,1,2,2013,804
301,Horticulture,Avocado,Bag,90,KES2394.00,2/1/2013,1,0,0,90,1,2,2013,2394
302,Horticulture,Pawpaw,Lg Box,54,KES1472.00,2/1/2013,1,31,3,54,1,2,2013,1472
303,Horticulture,Pineapples,Dozen,13,KES750.00,2/1/2013,1,32,1,13,1,2,2013,750
304,Horticulture,Limes,net,13,KES710.00,2/1/2013,1,24,7,13,1,2,2013,710
305,Horticulture,Mangoes Ngowe,Sm Basket,25,KES927.00,2/1/2013,1,26,5,25,1,2,2013,927
306,Horticulture,Mangoes Local,Bag,126,KES1957.00,2/1/2013,1,25,0,126,1,2,2013,1957
307,Horticulture,Lemons,Bag,95,KES2051.00,2/1/2013,1,22,0,95,1,2,2013,2051
308,Horticulture,Oranges,Bag,93,KES3230.00,2/1/2013,1,29,0,93,1,2,2013,3230
309,Horticulture,Passion Fruits,Bag,57,KES2955.00,2/1/2013,1,30,0,57,1,2,2013,2955
310,Horticulture,Lettuce,Bag,51,KES3476.00,2/1/2013,1,23,0,51,1,2,2013,3476
311,Horticulture,Cauliflower,crate,39,KES2483.00,2/1/2013,1,9,6,39,1,2,2013,2483
312,Horticulture,Brinjals,Bag,44,KES1836.00,2/1/2013,1,4,0,44,1,2,2013,1836
313,Horticulture,Capsicums,Bag,50,KES2517.00,2/1/2013,1,6,0,50,1,2,2013,2517
314,Horticulture,Cucumber,Bag,50,KES2251.00,2/1/2013,1,13,0,50,1,2,2013,2251
315,Horticulture,Chillies,Bag,38,KES2989.00,2/1/2013,1,10,0,38,1,2,2013,2989
316,Horticulture,Spring Onions,Bag,142,KES2254.00,2/1/2013,1,36,0,142,1,2,2013,2254
317,Horticulture,Onions Dry,net,13,KES792.00,2/1/2013,1,28,7,13,1,2,2013,792
318,Horticulture,Tomatoes,Lg Box,64,KES2969.00,2/1/2013,1,38,3,64,1,2,2013,2969
319,Horticulture,Carrots,Ext Bag,138,KES2669.00,2/1/2013,1,7,2,138,1,2,2013,2669
320,Horticulture,Ripe Bananas,Med Bunch,14,KES708.00,2/1/2013,1,34,4,14,1,2,2013,708
321,Horticulture,Cabbages,Ext Bag,126,KES1798.00,2/1/2013,1,5,2,126,1,2,2013,1798
322,Horticulture,Cabbages,Ext Bag,126,KES1667.00,3/1/2013,1,5,2,126,1,3,2013,1667
323,Horticulture,Cooking Bananas,Med Bunch,22,KES539.00,3/1/2013,1,11,4,22,1,3,2013,539
324,Horticulture,Ripe Bananas,Med Bunch,14,KES607.00,3/1/2013,1,34,4,14,1,3,2013,607
325,Horticulture,Carrots,Ext Bag,138,KES2969.00,3/1/2013,1,7,2,138,1,3,2013,2969
326,Horticulture,Tomatoes,Lg Box,64,KES3669.00,3/1/2013,1,38,3,64,1,3,2013,3669
327,Horticulture,Onions Dry,net,13,KES883.00,3/1/2013,1,28,7,13,1,3,2013,883
328,Horticulture,Spring Onions,Bag,142,KES2159.00,3/1/2013,1,36,0,142,1,3,2013,2159
329,Horticulture,Chillies,Bag,38,KES2377.00,3/1/2013,1,10,0,38,1,3,2013,2377
330,Horticulture,Cucumber,Bag,50,KES2742.00,3/1/2013,1,13,0,50,1,3,2013,2742
331,Horticulture,Capsicums,Bag,50,KES2750.00,3/1/2013,1,6,0,50,1,3,2013,2750
332,Horticulture,Brinjals,Bag,44,KES1587.00,3/1/2013,1,4,0,44,1,3,2013,1587
333,Horticulture,Cauliflower,crate,39,KES2452.00,3/1/2013,1,9,6,39,1,3,2013,2452
334,Horticulture,Lettuce,Bag,51,KES3470.00,3/1/2013,1,23,0,51,1,3,2013,3470
335,Horticulture,Passion Fruits,Bag,57,KES3988.00,3/1/2013,1,30,0,57,1,3,2013,3988
336,Horticulture,Oranges,Bag,93,KES3053.00,3/1/2013,1,29,0,93,1,3,2013,3053
337,Horticulture,Lemons,Bag,95,KES2039.00,3/1/2013,1,22,0,95,1,3,2013,2039
338,Horticulture,Mangoes Local,Bag,126,KES2105.00,3/1/2013,1,25,0,126,1,3,2013,2105
339,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1149.00,3/1/2013,1,26,5,25,1,3,2013,1149
340,Horticulture,Limes,net,13,KES679.00,3/1/2013,1,24,7,13,1,3,2013,679
341,Horticulture,Pineapples,Dozen,13,KES728.00,3/1/2013,1,32,1,13,1,3,2013,728
342,Horticulture,Pawpaw,Lg Box,54,KES1521.00,3/1/2013,1,31,3,54,1,3,2013,1521
343,Horticulture,Avocado,Bag,90,KES2322.00,3/1/2013,1,0,0,90,1,3,2013,2322
344,Horticulture,Kales,Bag,50,KES1039.00,3/1/2013,1,21,0,50,1,3,2013,1039
345,Horticulture,Cabbages,Ext Bag,126,KES1638.00,4/1/2013,1,5,2,126,1,4,2013,1638
346,Horticulture,Cooking Bananas,Med Bunch,22,KES545.00,4/1/2013,1,11,4,22,1,4,2013,545
347,Horticulture,Ripe Bananas,Med Bunch,14,KES620.00,4/1/2013,1,34,4,14,1,4,2013,620
348,Horticulture,Carrots,Ext Bag,138,KES3223.00,4/1/2013,1,7,2,138,1,4,2013,3223
349,Horticulture,Tomatoes,Lg Box,64,KES5182.00,4/1/2013,1,38,3,64,1,4,2013,5182
350,Horticulture,Onions Dry,net,13,KES850.00,4/1/2013,1,28,7,13,1,4,2013,850
351,Horticulture,Spring Onions,Bag,142,KES2194.00,4/1/2013,1,36,0,142,1,4,2013,2194
352,Horticulture,Chillies,Bag,38,KES3064.00,4/1/2013,1,10,0,38,1,4,2013,3064
353,Horticulture,Cucumber,Bag,50,KES2405.00,4/1/2013,1,13,0,50,1,4,2013,2405
354,Horticulture,Capsicums,Bag,50,KES2930.00,4/1/2013,1,6,0,50,1,4,2013,2930
355,Horticulture,Brinjals,Bag,44,KES1664.00,4/1/2013,1,4,0,44,1,4,2013,1664
356,Horticulture,Cauliflower,crate,39,KES3781.00,4/1/2013,1,9,6,39,1,4,2013,3781
357,Horticulture,Lettuce,Bag,51,KES3202.00,4/1/2013,1,23,0,51,1,4,2013,3202
358,Horticulture,Passion Fruits,Bag,57,KES3725.00,4/1/2013,1,30,0,57,1,4,2013,3725
359,Horticulture,Oranges,Bag,93,KES2948.00,4/1/2013,1,29,0,93,1,4,2013,2948
360,Horticulture,Lemons,Bag,95,KES1960.00,4/1/2013,1,22,0,95,1,4,2013,1960
361,Horticulture,Mangoes Local,Bag,126,KES2444.00,4/1/2013,1,25,0,126,1,4,2013,2444
362,Horticulture,Mangoes Ngowe,Sm Basket,25,KES770.00,4/1/2013,1,26,5,25,1,4,2013,770
363,Horticulture,Limes,net,13,KES635.00,4/1/2013,1,24,7,13,1,4,2013,635
364,Horticulture,Pineapples,Dozen,13,KES780.00,4/1/2013,1,32,1,13,1,4,2013,780
365,Horticulture,Pawpaw,Lg Box,54,KES1473.00,4/1/2013,1,31,3,54,1,4,2013,1473
366,Horticulture,Avocado,Bag,90,KES2287.00,4/1/2013,1,0,0,90,1,4,2013,2287
367,Horticulture,Kales,Bag,50,KES848.00,4/1/2013,1,21,0,50,1,4,2013,848
368,Horticulture,Lettuce,Bag,51,KES4090.00,5/1/2013,1,23,0,51,1,5,2013,4090
369,Horticulture,Kales,Bag,50,KES1277.00,5/1/2013,1,21,0,50,1,5,2013,1277
370,Horticulture,Avocado,Bag,90,KES2705.00,5/1/2013,1,0,0,90,1,5,2013,2705
371,Horticulture,Pawpaw,Lg Box,54,KES1777.00,5/1/2013,1,31,3,54,1,5,2013,1777
372,Horticulture,Pineapples,Dozen,13,KES754.00,5/1/2013,1,32,1,13,1,5,2013,754
373,Horticulture,Limes,net,13,KES683.00,5/1/2013,1,24,7,13,1,5,2013,683
374,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1079.00,5/1/2013,1,26,5,25,1,5,2013,1079
375,Horticulture,Mangoes Local,Bag,126,KES2420.00,5/1/2013,1,25,0,126,1,5,2013,2420
376,Horticulture,Lemons,Bag,95,KES2112.00,5/1/2013,1,22,0,95,1,5,2013,2112
377,Horticulture,Oranges,Bag,93,KES2893.00,5/1/2013,1,29,0,93,1,5,2013,2893
378,Horticulture,Passion Fruits,Bag,57,KES3923.00,5/1/2013,1,30,0,57,1,5,2013,3923
379,Horticulture,Cauliflower,crate,39,KES3553.00,5/1/2013,1,9,6,39,1,5,2013,3553
380,Horticulture,Brinjals,Bag,44,KES1700.00,5/1/2013,1,4,0,44,1,5,2013,1700
381,Horticulture,Capsicums,Bag,50,KES2663.00,5/1/2013,1,6,0,50,1,5,2013,2663
382,Horticulture,Cucumber,Bag,50,KES2268.00,5/1/2013,1,13,0,50,1,5,2013,2268
383,Horticulture,Chillies,Bag,38,KES3105.00,5/1/2013,1,10,0,38,1,5,2013,3105
384,Horticulture,Spring Onions,Bag,142,KES2571.00,5/1/2013,1,36,0,142,1,5,2013,2571
385,Horticulture,Onions Dry,net,13,KES967.00,5/1/2013,1,28,7,13,1,5,2013,967
386,Horticulture,Tomatoes,Lg Box,64,KES5596.00,5/1/2013,1,38,3,64,1,5,2013,5596
387,Horticulture,Carrots,Ext Bag,138,KES3318.00,5/1/2013,1,7,2,138,1,5,2013,3318
388,Horticulture,Ripe Bananas,Med Bunch,14,KES625.00,5/1/2013,1,34,4,14,1,5,2013,625
389,Horticulture,Cooking Bananas,Med Bunch,22,KES618.00,5/1/2013,1,11,4,22,1,5,2013,618
390,Horticulture,Cabbages,Ext Bag,126,KES2058.00,5/1/2013,1,5,2,126,1,5,2013,2058
391,Horticulture,Cooking Bananas,Med Bunch,22,KES541.00,6/1/2013,1,11,4,22,1,6,2013,541
392,Horticulture,Ripe Bananas,Med Bunch,14,KES583.00,6/1/2013,1,34,4,14,1,6,2013,583
393,Horticulture,Carrots,Ext Bag,138,KES3647.00,6/1/2013,1,7,2,138,1,6,2013,3647
394,Horticulture,Tomatoes,Lg Box,64,KES4037.00,6/1/2013,1,38,3,64,1,6,2013,4037
395,Horticulture,Onions Dry,net,13,KES1147.00,6/1/2013,1,28,7,13,1,6,2013,1147
396,Horticulture,Spring Onions,Bag,142,KES2480.00,6/1/2013,1,36,0,142,1,6,2013,2480
397,Horticulture,Chillies,Bag,38,KES2973.00,6/1/2013,1,10,0,38,1,6,2013,2973
398,Horticulture,Cucumber,Bag,50,KES1946.00,6/1/2013,1,13,0,50,1,6,2013,1946
399,Horticulture,Capsicums,Bag,50,KES3031.00,6/1/2013,1,6,0,50,1,6,2013,3031
400,Horticulture,Brinjals,Bag,44,KES1720.00,6/1/2013,1,4,0,44,1,6,2013,1720
401,Horticulture,Cauliflower,crate,39,KES3490.00,6/1/2013,1,9,6,39,1,6,2013,3490
402,Horticulture,Cabbages,Ext Bag,126,KES2465.00,6/1/2013,1,5,2,126,1,6,2013,2465
403,Horticulture,Lettuce,Bag,51,KES3748.00,6/1/2013,1,23,0,51,1,6,2013,3748
404,Horticulture,Passion Fruits,Bag,57,KES4041.00,6/1/2013,1,30,0,57,1,6,2013,4041
405,Horticulture,Oranges,Bag,93,KES2674.00,6/1/2013,1,29,0,93,1,6,2013,2674
406,Horticulture,Lemons,Bag,95,KES2085.00,6/1/2013,1,22,0,95,1,6,2013,2085
407,Horticulture,Mangoes Local,Bag,126,KES2078.00,6/1/2013,1,25,0,126,1,6,2013,2078
408,Horticulture,Mangoes Ngowe,Sm Basket,25,KES915.00,6/1/2013,1,26,5,25,1,6,2013,915
409,Horticulture,Limes,net,13,KES443.00,6/1/2013,1,24,7,13,1,6,2013,443
410,Horticulture,Pineapples,Dozen,13,KES700.00,6/1/2013,1,32,1,13,1,6,2013,700
411,Horticulture,Pawpaw,Lg Box,54,KES1511.00,6/1/2013,1,31,3,54,1,6,2013,1511
412,Horticulture,Avocado,Bag,90,KES2097.00,6/1/2013,1,0,0,90,1,6,2013,2097
413,Horticulture,Kales,Bag,50,KES1626.00,6/1/2013,1,21,0,50,1,6,2013,1626
414,Horticulture,Cabbages,Ext Bag,126,KES2326.00,7/1/2013,1,5,2,126,1,7,2013,2326
415,Horticulture,Cooking Bananas,Med Bunch,22,KES518.00,7/1/2013,1,11,4,22,1,7,2013,518
416,Horticulture,Ripe Bananas,Med Bunch,14,KES578.00,7/1/2013,1,34,4,14,1,7,2013,578
417,Horticulture,Carrots,Ext Bag,138,KES3553.00,7/1/2013,1,7,2,138,1,7,2013,3553
418,Horticulture,Tomatoes,Lg Box,64,KES2786.00,7/1/2013,1,38,3,64,1,7,2013,2786
419,Horticulture,Onions Dry,net,13,KES957.00,7/1/2013,1,28,7,13,1,7,2013,957
420,Horticulture,Spring Onions,Bag,142,KES2318.00,7/1/2013,1,36,0,142,1,7,2013,2318
421,Horticulture,Chillies,Bag,38,KES3251.00,7/1/2013,1,10,0,38,1,7,2013,3251
422,Horticulture,Cucumber,Bag,50,KES2505.00,7/1/2013,1,13,0,50,1,7,2013,2505
423,Horticulture,Capsicums,Bag,50,KES2767.00,7/1/2013,1,6,0,50,1,7,2013,2767
424,Horticulture,Brinjals,Bag,44,KES1851.00,7/1/2013,1,4,0,44,1,7,2013,1851
425,Horticulture,Cauliflower,crate,39,KES2333.00,7/1/2013,1,9,6,39,1,7,2013,2333
426,Horticulture,Lettuce,Bag,51,KES3246.00,7/1/2013,1,23,0,51,1,7,2013,3246
427,Horticulture,Passion Fruits,Bag,57,KES3740.00,7/1/2013,1,30,0,57,1,7,2013,3740
428,Horticulture,Oranges,Bag,93,KES2718.00,7/1/2013,1,29,0,93,1,7,2013,2718
429,Horticulture,Lemons,Bag,95,KES2023.00,7/1/2013,1,22,0,95,1,7,2013,2023
430,Horticulture,Mangoes Local,Bag,126,KES2208.00,7/1/2013,1,25,0,126,1,7,2013,2208
431,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1064.00,7/1/2013,1,26,5,25,1,7,2013,1064
432,Horticulture,Limes,net,13,KES507.00,7/1/2013,1,24,7,13,1,7,2013,507
433,Horticulture,Pineapples,Dozen,13,KES688.00,7/1/2013,1,32,1,13,1,7,2013,688
434,Horticulture,Pawpaw,Lg Box,54,KES1609.00,7/1/2013,1,31,3,54,1,7,2013,1609
435,Horticulture,Avocado,Bag,90,KES2202.00,7/1/2013,1,0,0,90,1,7,2013,2202
436,Horticulture,Kales,Bag,50,KES1556.00,7/1/2013,1,21,0,50,1,7,2013,1556
437,Horticulture,Cauliflower,crate,39,KES2099.00,8/1/2013,1,9,6,39,1,8,2013,2099
438,Horticulture,Cabbages,Ext Bag,126,KES2433.00,8/1/2013,1,5,2,126,1,8,2013,2433
439,Horticulture,Cooking Bananas,Med Bunch,22,KES500.00,8/1/2013,1,11,4,22,1,8,2013,500
440,Horticulture,Ripe Bananas,Med Bunch,14,KES553.00,8/1/2013,1,34,4,14,1,8,2013,553
441,Horticulture,Carrots,Ext Bag,138,KES3469.00,8/1/2013,1,7,2,138,1,8,2013,3469
442,Horticulture,Tomatoes,Lg Box,64,KES2653.00,8/1/2013,1,38,3,64,1,8,2013,2653
443,Horticulture,Onions Dry,net,13,KES894.00,8/1/2013,1,28,7,13,1,8,2013,894
444,Horticulture,Spring Onions,Bag,142,KES1820.00,8/1/2013,1,36,0,142,1,8,2013,1820
445,Horticulture,Chillies,Bag,38,KES2321.00,8/1/2013,1,10,0,38,1,8,2013,2321
446,Horticulture,Cucumber,Bag,50,KES2323.00,8/1/2013,1,13,0,50,1,8,2013,2323
447,Horticulture,Capsicums,Bag,50,KES3077.00,8/1/2013,1,6,0,50,1,8,2013,3077
448,Horticulture,Brinjals,Bag,44,KES1705.00,8/1/2013,1,4,0,44,1,8,2013,1705
449,Horticulture,Lettuce,Bag,51,KES3553.00,8/1/2013,1,23,0,51,1,8,2013,3553
450,Horticulture,Passion Fruits,Bag,57,KES4518.00,8/1/2013,1,30,0,57,1,8,2013,4518
451,Horticulture,Oranges,Bag,93,KES2878.00,8/1/2013,1,29,0,93,1,8,2013,2878
452,Horticulture,Lemons,Bag,95,KES1889.00,8/1/2013,1,22,0,95,1,8,2013,1889
453,Horticulture,Mangoes Local,Bag,126,KES2255.00,8/1/2013,1,25,0,126,1,8,2013,2255
454,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1257.00,8/1/2013,1,26,5,25,1,8,2013,1257
455,Horticulture,Limes,net,13,KES645.00,8/1/2013,1,24,7,13,1,8,2013,645
456,Horticulture,Pineapples,Dozen,13,KES710.00,8/1/2013,1,32,1,13,1,8,2013,710
457,Horticulture,Pawpaw,Lg Box,54,KES1411.00,8/1/2013,1,31,3,54,1,8,2013,1411
458,Horticulture,Avocado,Bag,90,KES2031.00,8/1/2013,1,0,0,90,1,8,2013,2031
459,Horticulture,Kales,Bag,50,KES1257.00,8/1/2013,1,21,0,50,1,8,2013,1257
460,Horticulture,Cabbages,Ext Bag,126,KES2350.00,9/1/2013,1,5,2,126,1,9,2013,2350
461,Horticulture,Cooking Bananas,Med Bunch,22,KES510.00,9/1/2013,1,11,4,22,1,9,2013,510
462,Horticulture,Ripe Bananas,Med Bunch,14,KES568.00,9/1/2013,1,34,4,14,1,9,2013,568
463,Horticulture,Carrots,Ext Bag,138,KES4340.00,9/1/2013,1,7,2,138,1,9,2013,4340
464,Horticulture,Tomatoes,Lg Box,64,KES2446.00,9/1/2013,1,38,3,64,1,9,2013,2446
465,Horticulture,Onions Dry,net,13,KES862.00,9/1/2013,1,28,7,13,1,9,2013,862
466,Horticulture,Spring Onions,Bag,142,KES1950.00,9/1/2013,1,36,0,142,1,9,2013,1950
467,Horticulture,Chillies,Bag,38,KES2353.00,9/1/2013,1,10,0,38,1,9,2013,2353
468,Horticulture,Cucumber,Bag,50,KES1784.00,9/1/2013,1,13,0,50,1,9,2013,1784
469,Horticulture,Capsicums,Bag,50,KES2846.00,9/1/2013,1,6,0,50,1,9,2013,2846
470,Horticulture,Brinjals,Bag,44,KES1763.00,9/1/2013,1,4,0,44,1,9,2013,1763
471,Horticulture,Kales,Bag,50,KES1086.00,9/1/2013,1,21,0,50,1,9,2013,1086
472,Horticulture,Cauliflower,crate,39,KES1901.00,9/1/2013,1,9,6,39,1,9,2013,1901
473,Horticulture,Lettuce,Bag,51,KES3205.00,9/1/2013,1,23,0,51,1,9,2013,3205
474,Horticulture,Passion Fruits,Bag,57,KES3728.00,9/1/2013,1,30,0,57,1,9,2013,3728
475,Horticulture,Oranges,Bag,93,KES2956.00,9/1/2013,1,29,0,93,1,9,2013,2956
476,Horticulture,Lemons,Bag,95,KES2077.00,9/1/2013,1,22,0,95,1,9,2013,2077
477,Horticulture,Mangoes Local,Bag,126,KES2688.00,9/1/2013,1,25,0,126,1,9,2013,2688
478,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1262.00,9/1/2013,1,26,5,25,1,9,2013,1262
479,Horticulture,Limes,net,13,KES771.00,9/1/2013,1,24,7,13,1,9,2013,771
480,Horticulture,Pineapples,Dozen,13,KES711.00,9/1/2013,1,32,1,13,1,9,2013,711
481,Horticulture,Pawpaw,Lg Box,54,KES1562.00,9/1/2013,1,31,3,54,1,9,2013,1562
482,Horticulture,Avocado,Bag,90,KES2070.00,9/1/2013,1,0,0,90,1,9,2013,2070
483,Horticulture,Oranges,Bag,93,KES3104.00,10/1/2013,1,29,0,93,1,10,2013,3104
484,Horticulture,Cabbages,Ext Bag,126,KES1992.00,10/1/2013,1,5,2,126,1,10,2013,1992
485,Horticulture,Cooking Bananas,Med Bunch,22,KES513.00,10/1/2013,1,11,4,22,1,10,2013,513
486,Horticulture,Ripe Bananas,Med Bunch,14,KES565.00,10/1/2013,1,34,4,14,1,10,2013,565
487,Horticulture,Carrots,Ext Bag,138,KES4390.00,10/1/2013,1,7,2,138,1,10,2013,4390
488,Horticulture,Tomatoes,Lg Box,64,KES2862.00,10/1/2013,1,38,3,64,1,10,2013,2862
489,Horticulture,Onions Dry,net,13,KES845.00,10/1/2013,1,28,7,13,1,10,2013,845
490,Horticulture,Spring Onions,Bag,142,KES1978.00,10/1/2013,1,36,0,142,1,10,2013,1978
491,Horticulture,Chillies,Bag,38,KES2325.00,10/1/2013,1,10,0,38,1,10,2013,2325
492,Horticulture,Cucumber,Bag,50,KES2259.00,10/1/2013,1,13,0,50,1,10,2013,2259
493,Horticulture,Capsicums,Bag,50,KES2515.00,10/1/2013,1,6,0,50,1,10,2013,2515
494,Horticulture,Brinjals,Bag,44,KES1657.00,10/1/2013,1,4,0,44,1,10,2013,1657
495,Horticulture,Cauliflower,crate,39,KES1964.00,10/1/2013,1,9,6,39,1,10,2013,1964
496,Horticulture,Lettuce,Bag,51,KES3044.00,10/1/2013,1,23,0,51,1,10,2013,3044
497,Horticulture,Passion Fruits,Bag,57,KES3572.00,10/1/2013,1,30,0,57,1,10,2013,3572
498,Horticulture,Lemons,Bag,95,KES2292.00,10/1/2013,1,22,0,95,1,10,2013,2292
499,Horticulture,Mangoes Local,Bag,126,KES2259.00,10/1/2013,1,25,0,126,1,10,2013,2259
500,Horticulture,Mangoes Ngowe,Sm Basket,25,KES1200.00,10/1/2013,1,26,5,25,1,10,2013,1200
501,Horticulture,Limes,net,13,KES990.00,10/1/2013,1,24,7,13,1,10,2013,990
502,Horticulture,Pineapples,Dozen,13,KES797.00,10/1/2013,1,32,1,13,1,10,2013,797
503,Horticulture,Pawpaw,Lg Box,54,KES1466.00,10/1/2013,1,31,3,54,1,10,2013,1466
504,Horticulture,Avocado,Bag,90,KES2307.00,10/1/2013,1,0,0,90,1,10,2013,2307
505,Horticulture,Kales,Bag,50,KES849.00,10/1/2013,1,21,0,50,1,10,2013,849
506,Horticulture,Kales,Bag,50,KES1013.00,11/1/2013,1,21,0,50,1,11,2013,1013
507,Horticulture,Cabbages,Ext Bag,126,KES1965.00,11/1/2013,1,5,2,126,1,11,2013,1965
508,Horticulture,Cooking Bananas,Med Bunch,22,KES519.00,11/1/2013,1,11,4,22,1,11,2013,519
509,Horticulture,Ripe Bananas,Med Bunch,14,KES588.00,11/1/2013,1,34,4,14,1,11,2013,588
510,Horticulture,Carrots,Ext Bag,138,KES4043.00,11/1/2013,1,7,2,138,1,11,2013,4043
511,Horticulture,Tomatoes,Lg Box,64,KES3141.00,11/1/2013,1,38,3,64,1,11,2013,3141
512,Horticulture,Onions Dry,net,13,KES844.00,11/1/2013,1,28,7,13,1,11,2013,844
513,Horticulture,Spring Onions,Bag,142,KES2084.00,11/1/2013,1,36,0,142,1,11,2013,2084
514,Horticulture,Chillies,Bag,38,KES2349.00,11/1/2013,1,10,0,38,1,11,2013,2349
515,Horticulture,Cucumber,Bag,50,KES2094.00,11/1/2013,1,13,0,50,1,11,2013,2094
516,Horticulture,Capsicums,Bag,50,KES2219.00,11/1/2013,1,6,0,50,1,11,2013,2219
517,Horticulture,Brinjals,Bag,44,KES1636.00,11/1/2013,1,4,0,44,1,11,2013,1636
518,Horticulture,Cauliflower,crate,39,KES2067.00,11/1/2013,1,9,6,39,1,11,2013,2067
519,Horticulture,Lettuce,Bag,51,KES4072.00,11/1/2013,1,23,0,51,1,11,2013,4072
520,Horticulture,Passion Fruits,Bag,57,KES4129.00,11/1/2013,1,30,0,57,1,11,2013,4129
521,Horticulture,Oranges,Bag,93,KES2967.00,11/1/2013,1,29,0,93,1,11,2013,2967
